,Unnamed: 0,name,class,confidence,target_id,actual_id
6833,6833,./test\06833.png,Zulässige Höchstgeschwindigkeit (50),0.99901259,2,2.0
6834,6834,./test\06834.png,Vorfahrt,0.94248706,12,12.0
6835,6835,./test\06835.png,Rechts vorbei,0.99999702,38,38.0
6836,6836,./test\06836.png,Einmalige Vorfahrt,0.17624474,30,11.0
6837,6837,./test\06837.png,Zulässige Höchstgeschwindigkeit (30),0.68011802,1,1.0
6838,6838,./test\06838.png,Zulässige Höchstgeschwindigkeit (30),0.32619384,18,1.0
6839,6839,./test\06839.png,Rechts vorbei,0.99993634,38,38.0
6840,6840,./test\06840.png,Zulässige Höchstgeschwindigkeit (50),0.92941707,2,2.0
6841,6841,./test\06841.png,Zulässige Höchstgeschwindigkeit (50),0.51219672,2,2.0
6842,6842,./test\06842.png,Vorfahrt,0.99756962,12,12.0
6843,6843,./test\06843.png,Verbot der Einfahrt,1.0,17,17.0
6844,6844,./test\06844.png,Ausschließlich rechts,0.99976689,33,33.0
6845,6845,./test\06845.png,Zulässige Höchstgeschwindigkeit (30),0.98775548,1,1.0
6846,6846,./test\06846.png,Fahrradfahrer,0.02855427,28,29.0
6847,6847,./test\06847.png,Zulässige Höchstgeschwindigkeit (30),0.8848681999999999,1,1.0
6848,6848,./test\06848.png,Verbot der Einfahrt,0.66758704,17,17.0
6849,6849,./test\06849.png,Zulässige Höchstgeschwindigkeit (80),0.78002727,5,5.0
6850,6850,./test\06850.png,Überholverbot für Kraftfahrzeuge aller Art,0.92304844,9,9.0
6851,6851,./test\06851.png,Ausschließlich geradeaus,0.99999273,35,35.0
6852,6852,./test\06852.png,Rechts vorbei,1.0,38,38.0
6853,6853,./test\06853.png,Zulässige Höchstgeschwindigkeit (60),0.58817899,3,3.0
6854,6854,./test\06854.png,Zulässige Höchstgeschwindigkeit (80),0.33231157,0,5.0
6855,6855,./test\06855.png,Zulässige Höchstgeschwindigkeit (30),0.85240787,1,1.0
6856,6856,./test\06856.png,Vorfahrt,0.99985886,12,12.0
6857,6857,./test\06857.png,Zulässige Höchstgeschwindigkeit (50),0.95233136,2,2.0
6858,6858,./test\06858.png,Gefahrenstelle,0.89543617,18,18.0
6859,6859,./test\06859.png,Baustelle,0.99557161,25,25.0
6860,6860,./test\06860.png,Vorfahrt gewähren,0.99994278,13,13.0
6861,6861,./test\06861.png,Verbot der Einfahrt,1.0,17,17.0
6862,6862,./test\06862.png,Ausschließlich rechts,0.12138257,39,33.0
6863,6863,./test\06863.png,Ausschließlich geradeaus,0.9995333,35,35.0
6864,6864,./test\06864.png,Zulässige Höchstgeschwindigkeit (80),0.87163705,5,5.0
6865,6865,./test\06865.png,Verbot der Einfahrt,0.99327242,17,17.0
6866,6866,./test\06866.png,Ende der Geschwindigkeitsbegrenzung (80),0.15698248,3,6.0
6867,6867,./test\06867.png,Vorfahrt,0.96112645,12,12.0
6868,6868,./test\06868.png,Wildwechsel,0.19971071,31,31.0
6869,6869,./test\06869.png,Zulässige Höchstgeschwindigkeit (80),0.95086282,5,5.0
6870,6870,./test\06870.png,Verbot der Einfahrt,0.5432902,17,17.0
6871,6871,./test\06871.png,Gefahrenstelle,0.14326085,26,18.0
6872,6872,./test\06872.png,Rechts vorbei,0.33627552,36,38.0
6873,6873,./test\06873.png,Zulässige Höchstgeschwindigkeit (50),0.95673013,5,2.0
6874,6874,./test\06874.png,Zulässige Höchstgeschwindigkeit (60),0.22102477,3,3.0
6875,6875,./test\06875.png,Rechts vorbei,0.85690552,38,38.0
6876,6876,./test\06876.png,Vorfahrt,0.92501563,12,12.0
6877,6877,./test\06877.png,Zulässige Höchstgeschwindigkeit (50),0.99473625,2,2.0
6878,6878,./test\06878.png,Wildwechsel,0.96447098,18,31.0
6879,6879,./test\06879.png,Stoppschild,0.40754333,14,14.0
6880,6880,./test\06880.png,Zulässige Höchstgeschwindigkeit (50),0.99937207,2,2.0
6881,6881,./test\06881.png,Ausschließlich geradeaus,0.7526238000000001,35,35.0
6882,6882,./test\06882.png,Überholverbot für Kraftfahrzeuge aller Art,0.99811906,9,9.0
6883,6883,./test\06883.png,Rechts vorbei,0.10754094,5,38.0
6884,6884,./test\06884.png,Wildwechsel,0.24044424,31,31.0
6885,6885,./test\06885.png,Vorfahrt,0.99785739,12,12.0
6886,6886,./test\06886.png,Zulässige Höchstgeschwindigkeit (30),0.7575649,1,1.0
6887,6887,./test\06887.png,Rechts vorbei,0.96209639,38,38.0
6888,6888,./test\06888.png,Zulässige Höchstgeschwindigkeit (120),0.23818852,7,8.0
6889,6889,./test\06889.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.31818178,9,10.0
6890,6890,./test\06890.png,Einmalige Vorfahrt,0.99999034,11,11.0
6891,6891,./test\06891.png,Vorfahrt,1.0,12,12.0
6892,6892,./test\06892.png,Baustelle,0.99996817,25,25.0
6893,6893,./test\06893.png,Einmalige Vorfahrt,0.7124086,25,11.0
6894,6894,./test\06894.png,Kreisverkehr,0.96899128,40,40.0
6895,6895,./test\06895.png,Ausschließlich geradeaus,0.7904197,35,35.0
6896,6896,./test\06896.png,Zulässige Höchstgeschwindigkeit (70),0.48055139,4,4.0
6897,6897,./test\06897.png,Gefahrenstelle,0.99942386,18,18.0
6898,6898,./test\06898.png,Gefahrenstelle,0.57829648,18,18.0
6899,6899,./test\06899.png,Ende der Geschwindigkeitsbegrenzung (80),0.33658159,32,6.0
6900,6900,./test\06900.png,Ausschließlich geradeaus,0.42889693,35,35.0
6901,6901,./test\06901.png,Unebene Fahrbahn,0.1405205,22,22.0
6902,6902,./test\06902.png,Zulässige Höchstgeschwindigkeit (30),0.57531035,1,1.0
6903,6903,./test\06903.png,Zulässige Höchstgeschwindigkeit (30),0.7211138000000001,1,1.0
6904,6904,./test\06904.png,Vorfahrt,0.99999523,12,12.0
6905,6905,./test\06905.png,Zulässige Höchstgeschwindigkeit (50),0.85641909,2,2.0
6906,6906,./test\06906.png,Zulässige Höchstgeschwindigkeit (50),0.82365298,4,2.0
6907,6907,./test\06907.png,Zulässige Höchstgeschwindigkeit (80),0.53062719,5,5.0
6908,6908,./test\06908.png,Einmalige Vorfahrt,0.99631554,11,11.0
6909,6909,./test\06909.png,Vorfahrt,0.51844335,12,12.0
6910,6910,./test\06910.png,Zulässige Höchstgeschwindigkeit (80),0.15845118,7,5.0
6911,6911,./test\06911.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.89418089,10,10.0
6912,6912,./test\06912.png,Zulässige Höchstgeschwindigkeit (70),0.45571432,5,4.0
6913,6913,./test\06913.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.13237087,23,10.0
6914,6914,./test\06914.png,Zulässige Höchstgeschwindigkeit (70),0.17567582,3,4.0
6915,6915,./test\06915.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99959975,10,10.0
6916,6916,./test\06916.png,Ausschließlich rechts,0.99999952,33,33.0
6917,6917,./test\06917.png,Gefahrenstelle,0.30349579,26,18.0
6918,6918,./test\06918.png,Vorfahrt gewähren,0.99022979,13,13.0
6919,6919,./test\06919.png,Zulässige Höchstgeschwindigkeit (80),0.26445031,1,5.0
6920,6920,./test\06920.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.04279717,24,10.0
6921,6921,./test\06921.png,Rechts vorbei,0.10259192,36,38.0
6922,6922,./test\06922.png,Verbot der Einfahrt,0.50095254,17,17.0
6923,6923,./test\06923.png,Zulässige Höchstgeschwindigkeit (120),0.52093822,7,8.0
6924,6924,./test\06924.png,Zulässige Höchstgeschwindigkeit (50),0.93152636,2,2.0
6925,6925,./test\06925.png,Zulässige Höchstgeschwindigkeit (80),0.48556325,5,5.0
6926,6926,./test\06926.png,Zulässige Höchstgeschwindigkeit (50),0.78390515,2,2.0
6927,6927,./test\06927.png,Zulässige Höchstgeschwindigkeit (50),0.6730243,5,2.0
6928,6928,./test\06928.png,Zulässige Höchstgeschwindigkeit (50),0.98765099,2,2.0
6929,6929,./test\06929.png,Vorfahrt gewähren,0.99999499,13,13.0
6930,6930,./test\06930.png,Zulässige Höchstgeschwindigkeit (80),0.21143654,7,5.0
6931,6931,./test\06931.png,Ausschließlich rechts,0.99999881,33,33.0
6932,6932,./test\06932.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,42.0
6933,6933,./test\06933.png,Zulässige Höchstgeschwindigkeit (80),0.9887349,5,5.0
6934,6934,./test\06934.png,Vorfahrt gewähren,0.99227297,13,13.0
6935,6935,./test\06935.png,Zulässige Höchstgeschwindigkeit (70),0.43376943,4,4.0
6936,6936,./test\06936.png,Zulässige Höchstgeschwindigkeit (30),0.79571867,1,1.0
6937,6937,./test\06937.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99205887,10,10.0
6938,6938,./test\06938.png,Gefahrenstelle,0.41785085,18,18.0
6939,6939,./test\06939.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.1724932,42,42.0
6940,6940,./test\06940.png,Rechts vorbei,0.99524093,38,38.0
6941,6941,./test\06941.png,Baustelle,0.94346887,25,25.0
6942,6942,./test\06942.png,Zulässige Höchstgeschwindigkeit (80),0.90719223,5,5.0
6943,6943,./test\06943.png,Einmalige Vorfahrt,0.89981604,11,11.0
6944,6944,./test\06944.png,Zulässige Höchstgeschwindigkeit (70),0.28045872,7,4.0
6945,6945,./test\06945.png,Zulässige Höchstgeschwindigkeit (50),0.99936742,2,2.0
6946,6946,./test\06946.png,Zulässige Höchstgeschwindigkeit (30),0.62543613,0,1.0
6947,6947,./test\06947.png,Vorfahrt,0.99983382,12,12.0
6948,6948,./test\06948.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.65360707,42,42.0
6949,6949,./test\06949.png,Zulässige Höchstgeschwindigkeit (30),0.84940916,1,1.0
6950,6950,./test\06950.png,Überholverbot für Kraftfahrzeuge aller Art,0.99996614,9,9.0
6951,6951,./test\06951.png,Ausschließlich geradeaus,0.58469307,35,35.0
6952,6952,./test\06952.png,Verbot der Einfahrt,0.65007657,17,17.0
6953,6953,./test\06953.png,Vorfahrt gewähren,0.99986792,13,13.0
6954,6954,./test\06954.png,Wildwechsel,0.98950374,31,31.0
6955,6955,./test\06955.png,Zulässige Höchstgeschwindigkeit (120),0.81147575,8,8.0
6956,6956,./test\06956.png,Rechts vorbei,0.99999988,38,38.0
6957,6957,./test\06957.png,Zulässige Höchstgeschwindigkeit (60),0.68687153,3,3.0
6958,6958,./test\06958.png,Ausschließlich rechts,0.02840912,39,33.0
6959,6959,./test\06959.png,Überholverbot für Kraftfahrzeuge aller Art,0.53029448,9,9.0
6960,6960,./test\06960.png,Vorfahrt,0.92913818,17,12.0
6961,6961,./test\06961.png,Einmalige Vorfahrt,0.99875295,11,11.0
6962,6962,./test\06962.png,Rechts vorbei,0.99689639,38,38.0
6963,6963,./test\06963.png,Zulässige Höchstgeschwindigkeit (120),0.52159399,8,8.0
6964,6964,./test\06964.png,Gefahrenstelle,0.19593906,18,18.0
6965,6965,./test\06965.png,Zulässige Höchstgeschwindigkeit (120),0.83920741,8,8.0
6966,6966,./test\06966.png,Schleudergefahr bei Nässe oder Schmutz,0.94240427,23,23.0
6967,6967,./test\06967.png,Baustelle,0.99994683,25,25.0
6968,6968,./test\06968.png,Gefahrenstelle,0.18035825,18,18.0
6969,6969,./test\06969.png,Ausschließlich geradeaus,0.8603456,35,35.0
6970,6970,./test\06970.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.94395393,10,10.0
6971,6971,./test\06971.png,Rechts vorbei,0.96775538,38,38.0
6972,6972,./test\06972.png,Ende der Geschwindigkeitsbegrenzung (80),0.69863081,6,6.0
6973,6973,./test\06973.png,Zulässige Höchstgeschwindigkeit (30),0.86856002,1,1.0
6974,6974,./test\06974.png,Schleudergefahr bei Nässe oder Schmutz,0.09888168,28,23.0
6975,6975,./test\06975.png,Vorfahrt,0.99971086,12,12.0
6976,6976,./test\06976.png,Rechts vorbei,0.94222498,38,38.0
6977,6977,./test\06977.png,Ausschließlich geradeaus,0.94987237,35,35.0
6978,6978,./test\06978.png,Vorfahrt,0.99999917,12,12.0
6979,6979,./test\06979.png,Stoppschild,0.99954319,14,14.0
6980,6980,./test\06980.png,Unebene Fahrbahn,0.38737574,22,22.0
6981,6981,./test\06981.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99996579,16,16.0
6982,6982,./test\06982.png,Gefahrenstelle,0.87531036,18,18.0
6983,6983,./test\06983.png,Zulässige Höchstgeschwindigkeit (80),0.49885362,5,5.0
6984,6984,./test\06984.png,Zulässige Höchstgeschwindigkeit (80),0.62121683,5,5.0
6985,6985,./test\06985.png,Stoppschild,0.99971157,14,14.0
6986,6986,./test\06986.png,Fahrradfahrer,0.76932603,29,29.0
6987,6987,./test\06987.png,Verbot der Einfahrt,0.9999938,17,17.0
6988,6988,./test\06988.png,Zulässige Höchstgeschwindigkeit (50),0.38308358,2,2.0
6989,6989,./test\06989.png,Zulässige Höchstgeschwindigkeit (30),0.58010077,1,1.0
6990,6990,./test\06990.png,Zulässige Höchstgeschwindigkeit (50),0.49546841,2,2.0
6991,6991,./test\06991.png,Baustelle,0.92808455,25,25.0
6992,6992,./test\06992.png,Gefahrenstelle,0.1068055,26,18.0
6993,6993,./test\06993.png,Zulässige Höchstgeschwindigkeit (80),0.8482036000000001,5,5.0
6994,6994,./test\06994.png,Vorfahrt gewähren,0.99989343,13,13.0
6995,6995,./test\06995.png,Ausschließlich geradeaus,0.74444425,35,35.0
6996,6996,./test\06996.png,Gefahrenstelle,0.27764031,18,18.0
6997,6997,./test\06997.png,Einmalige Vorfahrt,0.58651596,11,11.0
6998,6998,./test\06998.png,Zulässige Höchstgeschwindigkeit (120),0.62069964,8,8.0
6999,6999,./test\06999.png,Verbot für Fahrzeuge aller Art,0.9308787,15,15.0
7000,7000,./test\07000.png,Überholverbot für Kraftfahrzeuge aller Art,0.74589682,9,9.0
7001,7001,./test\07001.png,Zulässige Höchstgeschwindigkeit (120),0.41350397,8,8.0
7002,7002,./test\07002.png,Vorfahrt,0.95706719,12,12.0
7003,7003,./test\07003.png,Zulässige Höchstgeschwindigkeit (80),0.39312422,7,5.0
7004,7004,./test\07004.png,Zulässige Höchstgeschwindigkeit (30),0.95826095,1,1.0
7005,7005,./test\07005.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.23036976,42,42.0
7006,7006,./test\07006.png,Zulässige Höchstgeschwindigkeit (50),0.81036371,2,2.0
7007,7007,./test\07007.png,Verbot der Einfahrt,0.99999905,17,17.0
7008,7008,./test\07008.png,Ausschließlich geradeaus,0.99992275,35,35.0
7009,7009,./test\07009.png,Zulässige Höchstgeschwindigkeit (50),0.51088309,1,2.0
7010,7010,./test\07010.png,Zulässige Höchstgeschwindigkeit (80),0.12557326,19,5.0
7011,7011,./test\07011.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.98838556,10,10.0
7012,7012,./test\07012.png,Vorfahrt,0.99967003,12,12.0
7013,7013,./test\07013.png,Zulässige Höchstgeschwindigkeit (70),0.80208606,4,4.0
7014,7014,./test\07014.png,Ausschließlich geradeaus,1.0,35,35.0
7015,7015,./test\07015.png,Rechts vorbei,0.99999619,38,38.0
7016,7016,./test\07016.png,Rechts vorbei,0.6814698,34,38.0
7017,7017,./test\07017.png,Zulässige Höchstgeschwindigkeit (70),0.40909368,4,4.0
7018,7018,./test\07018.png,Überholverbot für Kraftfahrzeuge aller Art,0.47473031,9,9.0
7019,7019,./test\07019.png,Zulässige Höchstgeschwindigkeit (120),0.80710679,8,8.0
7020,7020,./test\07020.png,Gefahrenstelle,0.05204514,26,18.0
7021,7021,./test\07021.png,Zulässige Höchstgeschwindigkeit (70),0.91370684,4,4.0
7022,7022,./test\07022.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.52314007,9,10.0
7023,7023,./test\07023.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99795318,10,10.0
7024,7024,./test\07024.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.84264427,10,10.0
7025,7025,./test\07025.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.98477823,10,10.0
7026,7026,./test\07026.png,Verbot der Einfahrt,0.99986899,17,17.0
7027,7027,./test\07027.png,Fußgänger,0.11645931,24,27.0
7028,7028,./test\07028.png,Ausschließlich geradeaus,0.99903035,35,35.0
7029,7029,./test\07029.png,Zulässige Höchstgeschwindigkeit (100),0.66450077,7,7.0
7030,7030,./test\07030.png,Baustelle,0.99640131,25,25.0
7031,7031,./test\07031.png,Vorfahrt gewähren,0.98881501,13,13.0
7032,7032,./test\07032.png,Zulässige Höchstgeschwindigkeit (70),0.68260592,4,4.0
7033,7033,./test\07033.png,Zulässige Höchstgeschwindigkeit (80),0.68598473,5,5.0
7034,7034,./test\07034.png,Wildwechsel,0.98785293,31,31.0
7035,7035,./test\07035.png,Gefahrenstelle,0.62946397,18,18.0
7036,7036,./test\07036.png,Vorfahrt,0.64011234,12,12.0
7037,7037,./test\07037.png,Zulässige Höchstgeschwindigkeit (120),0.7478106,8,8.0
7038,7038,./test\07038.png,Zulässige Höchstgeschwindigkeit (50),0.41962394,7,2.0
7039,7039,./test\07039.png,Zulässige Höchstgeschwindigkeit (100),0.25587898,7,7.0
7040,7040,./test\07040.png,Zulässige Höchstgeschwindigkeit (80),0.33716029,3,5.0
7041,7041,./test\07041.png,Wildwechsel,0.46241814,31,31.0
7042,7042,./test\07042.png,Vorfahrt,1.0,12,12.0
7043,7043,./test\07043.png,Vorfahrt gewähren,0.99994504,13,13.0
7044,7044,./test\07044.png,Gefahrenstelle,0.24402726,11,18.0
7045,7045,./test\07045.png,Zulässige Höchstgeschwindigkeit (100),0.99148273,7,7.0
7046,7046,./test\07046.png,Vorfahrt gewähren,1.0,13,13.0
7047,7047,./test\07047.png,Zulässige Höchstgeschwindigkeit (80),0.47969928,3,5.0
7048,7048,./test\07048.png,Doppelkurve (zunächst links),0.27060735,31,21.0
7049,7049,./test\07049.png,Baustelle,0.13815169,24,25.0
7050,7050,./test\07050.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.19972818,10,10.0
7051,7051,./test\07051.png,Rechts vorbei,0.99214667,38,38.0
7052,7052,./test\07052.png,Rechts vorbei,0.99917907,38,38.0
7053,7053,./test\07053.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.98518151,42,42.0
7054,7054,./test\07054.png,Gefahrenstelle,0.55215806,18,18.0
7055,7055,./test\07055.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.97119552,10,10.0
7056,7056,./test\07056.png,Zulässige Höchstgeschwindigkeit (100),0.66079473,7,7.0
7057,7057,./test\07057.png,Zulässige Höchstgeschwindigkeit (70),0.51935792,5,4.0
7058,7058,./test\07058.png,Ausschließlich rechts,0.99991775,33,33.0
7059,7059,./test\07059.png,Zulässige Höchstgeschwindigkeit (120),0.81838185,8,8.0
7060,7060,./test\07060.png,Zulässige Höchstgeschwindigkeit (30),0.94104344,1,1.0
7061,7061,./test\07061.png,Zulässige Höchstgeschwindigkeit (100),0.90284652,7,7.0
7062,7062,./test\07062.png,Stoppschild,0.85842133,14,14.0
7063,7063,./test\07063.png,Ausschließlich rechts,0.9644323,33,33.0
7064,7064,./test\07064.png,Einmalige Vorfahrt,0.99968243,11,11.0
7065,7065,./test\07065.png,Zulässige Höchstgeschwindigkeit (50),0.66437042,1,2.0
7066,7066,./test\07066.png,Zulässige Höchstgeschwindigkeit (50),0.5947302,1,2.0
7067,7067,./test\07067.png,Zulässige Höchstgeschwindigkeit (50),0.81268209,2,2.0
7068,7068,./test\07068.png,Unebene Fahrbahn,0.20576003,31,22.0
7069,7069,./test\07069.png,Zulässige Höchstgeschwindigkeit (80),0.22342712,3,5.0
7070,7070,./test\07070.png,Ausschließlich rechts,0.99986124,33,33.0
7071,7071,./test\07071.png,Zulässige Höchstgeschwindigkeit (60),0.46319762,3,3.0
7072,7072,./test\07072.png,Einmalige Vorfahrt,0.1181467,30,11.0
7073,7073,./test\07073.png,Zulässige Höchstgeschwindigkeit (30),0.86710709,27,1.0
7074,7074,./test\07074.png,Vorfahrt gewähren,0.99999559,13,13.0
7075,7075,./test\07075.png,Rechts vorbei,0.99986362,38,38.0
7076,7076,./test\07076.png,Vorfahrt gewähren,0.99745792,13,13.0
7077,7077,./test\07077.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.78305882,42,42.0
7078,7078,./test\07078.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.91289216,10,10.0
7079,7079,./test\07079.png,Zulässige Höchstgeschwindigkeit (80),0.86334431,5,5.0
7080,7080,./test\07080.png,Einmalige Vorfahrt,0.02566701,26,11.0
7081,7081,./test\07081.png,Zulässige Höchstgeschwindigkeit (120),0.32514006,30,8.0
7082,7082,./test\07082.png,Überholverbot für Kraftfahrzeuge aller Art,0.99985158,9,9.0
7083,7083,./test\07083.png,Zulässige Höchstgeschwindigkeit (70),0.38990334,4,4.0
7084,7084,./test\07084.png,Zulässige Höchstgeschwindigkeit (120),0.47403389,8,8.0
7085,7085,./test\07085.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.28632542,42,42.0
7086,7086,./test\07086.png,Zulässige Höchstgeschwindigkeit (80),0.91175628,5,5.0
7087,7087,./test\07087.png,Verbot für Fahrzeuge aller Art,0.84294283,5,15.0
7088,7088,./test\07088.png,Einmalige Vorfahrt,0.96823615,25,11.0
7089,7089,./test\07089.png,Kurve (links),0.97685403,19,19.0
7090,7090,./test\07090.png,Doppelkurve (zunächst links),0.24402848,30,21.0
7091,7091,./test\07091.png,Wildwechsel,0.22084409,31,31.0
7092,7092,./test\07092.png,Einmalige Vorfahrt,0.99737597,11,11.0
7093,7093,./test\07093.png,Zulässige Höchstgeschwindigkeit (70),0.700472,4,4.0
7094,7094,./test\07094.png,Zulässige Höchstgeschwindigkeit (50),0.3582994,7,2.0
7095,7095,./test\07095.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99860281,10,10.0
7096,7096,./test\07096.png,Gefahrenstelle,0.0997664,24,18.0
7097,7097,./test\07097.png,Zulässige Höchstgeschwindigkeit (80),0.17984512,8,5.0
7098,7098,./test\07098.png,Baustelle,0.21627188,25,25.0
7099,7099,./test\07099.png,Einmalige Vorfahrt,0.99440044,11,11.0
7100,7100,./test\07100.png,Einmalige Vorfahrt,0.99936253,11,11.0
7101,7101,./test\07101.png,Zulässige Höchstgeschwindigkeit (80),0.44433272,3,5.0
7102,7102,./test\07102.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99986351,10,10.0
7103,7103,./test\07103.png,Zulässige Höchstgeschwindigkeit (70),0.97525239,4,4.0
7104,7104,./test\07104.png,Rechts vorbei,0.9082101,38,38.0
7105,7105,./test\07105.png,Zulässige Höchstgeschwindigkeit (30),0.56021488,1,1.0
7106,7106,./test\07106.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,36,42.0
7107,7107,./test\07107.png,Vorfahrt,0.99429321,12,12.0
7108,7108,./test\07108.png,Einmalige Vorfahrt,0.99583495,11,11.0
7109,7109,./test\07109.png,Zulässige Höchstgeschwindigkeit (60),0.19975384,5,3.0
7110,7110,./test\07110.png,Zulässige Höchstgeschwindigkeit (60),0.35162541,3,3.0
7111,7111,./test\07111.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99992812,10,10.0
7112,7112,./test\07112.png,Überholverbot für Kraftfahrzeuge aller Art,0.99601448,9,9.0
7113,7113,./test\07113.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.4549146,23,10.0
7114,7114,./test\07114.png,Zulässige Höchstgeschwindigkeit (30),0.90001589,1,1.0
7115,7115,./test\07115.png,Einmalige Vorfahrt,0.15511689,30,11.0
7116,7116,./test\07116.png,Verbot der Einfahrt,0.99995923,17,17.0
7117,7117,./test\07117.png,Vorfahrt,0.99999988,12,12.0
7118,7118,./test\07118.png,Wildwechsel,0.90331435,31,31.0
7119,7119,./test\07119.png,Zulässige Höchstgeschwindigkeit (80),0.54073232,3,5.0
7120,7120,./test\07120.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.71096849,10,10.0
7121,7121,./test\07121.png,Zulässige Höchstgeschwindigkeit (80),0.84177309,5,5.0
7122,7122,./test\07122.png,Überholverbot für Kraftfahrzeuge aller Art,0.90970272,41,9.0
7123,7123,./test\07123.png,Zulässige Höchstgeschwindigkeit (120),0.61497515,8,8.0
7124,7124,./test\07124.png,Zulässige Höchstgeschwindigkeit (30),0.93019158,1,1.0
7125,7125,./test\07125.png,Baustelle,1.0,25,25.0
7126,7126,./test\07126.png,Verbot der Einfahrt,0.99860305,17,17.0
7127,7127,./test\07127.png,Zulässige Höchstgeschwindigkeit (30),0.37516952,1,1.0
7128,7128,./test\07128.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.51297015,16,16.0
7129,7129,./test\07129.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,37,42.0
7130,7130,./test\07130.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.49253911,16,16.0
7131,7131,./test\07131.png,Überholverbot für Kraftfahrzeuge aller Art,0.99999583,9,9.0
7132,7132,./test\07132.png,Zulässige Höchstgeschwindigkeit (80),0.96936631,5,5.0
7133,7133,./test\07133.png,Baustelle,0.82850468,25,25.0
7134,7134,./test\07134.png,Vorfahrt,0.94446182,12,12.0
7135,7135,./test\07135.png,Zulässige Höchstgeschwindigkeit (100),0.67692441,7,7.0
7136,7136,./test\07136.png,Rechts vorbei,0.99999189,38,38.0
7137,7137,./test\07137.png,Zulässige Höchstgeschwindigkeit (50),0.70453769,2,2.0
7138,7138,./test\07138.png,Vorfahrt gewähren,0.99998605,13,13.0
7139,7139,./test\07139.png,Zulässige Höchstgeschwindigkeit (50),0.73990721,1,2.0
7140,7140,./test\07140.png,Vorfahrt,1.0,12,12.0
7141,7141,./test\07141.png,Zulässige Höchstgeschwindigkeit (70),0.41644073,4,4.0
7142,7142,./test\07142.png,Baustelle,0.2981337,26,25.0
7143,7143,./test\07143.png,Ausschließlich rechts,0.99980968,33,33.0
7144,7144,./test\07144.png,Zulässige Höchstgeschwindigkeit (50),0.28501013,7,2.0
7145,7145,./test\07145.png,Zulässige Höchstgeschwindigkeit (60),0.72236818,3,3.0
7146,7146,./test\07146.png,Kreisverkehr,0.68094134,40,40.0
7147,7147,./test\07147.png,Wildwechsel,0.25319058,31,31.0
7148,7148,./test\07148.png,Ausschließlich rechts,0.99792165,33,33.0
7149,7149,./test\07149.png,Ausschließlich geradeaus,0.9999001,35,35.0
