,name,class,confidence,target_id,actual_id
4696,./test\04696.png,Wildwechsel,0.75512832,31,
4697,./test\04697.png,Einmalige Vorfahrt,0.55593669,27,
4698,./test\04698.png,Gefahrenstelle,0.08096255,26,
4699,./test\04699.png,Unebene Fahrbahn,0.05299072,26,
4700,./test\04700.png,Ausschließlich rechts,0.99126488,33,
4701,./test\04701.png,Zulässige Höchstgeschwindigkeit (70),0.21936955,4,
4702,./test\04702.png,Einmalige Vorfahrt,0.86580169,25,
4703,./test\04703.png,Zulässige Höchstgeschwindigkeit (100),0.53259021,7,
4704,./test\04704.png,Zulässige Höchstgeschwindigkeit (50),0.82328403,1,
4705,./test\04705.png,Zulässige Höchstgeschwindigkeit (50),0.99994862,2,
4706,./test\04706.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,39,
4707,./test\04707.png,Rechts vorbei,0.82989037,38,
4708,./test\04708.png,Rechts vorbei,0.75674421,38,
4709,./test\04709.png,Kreisverkehr,0.93860418,40,
4710,./test\04710.png,Rechts vorbei,0.90149009,38,
4711,./test\04711.png,Zulässige Höchstgeschwindigkeit (60),0.22984284,3,
4712,./test\04712.png,Zulässige Höchstgeschwindigkeit (80),0.56701738,5,
4713,./test\04713.png,Vorfahrt gewähren,0.96755219,13,
4714,./test\04714.png,Einmalige Vorfahrt,0.6696043,11,
4715,./test\04715.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.29085252,16,
4716,./test\04716.png,Zulässige Höchstgeschwindigkeit (80),0.76531684,7,
4717,./test\04717.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,36,
4718,./test\04718.png,Unebene Fahrbahn,0.51890451,22,
4719,./test\04719.png,Stoppschild,0.99965,14,
4720,./test\04720.png,Zulässige Höchstgeschwindigkeit (100),0.82020468,7,
4721,./test\04721.png,Zulässige Höchstgeschwindigkeit (80),0.63767874,3,
4722,./test\04722.png,Zulässige Höchstgeschwindigkeit (70),0.135001,4,
4723,./test\04723.png,Zulässige Höchstgeschwindigkeit (70),0.45699966,4,
4724,./test\04724.png,Baustelle,0.99999154,25,
4725,./test\04725.png,Gefahrenstelle,0.21991304,26,
4726,./test\04726.png,Zulässige Höchstgeschwindigkeit (20),0.63104075,0,
4727,./test\04727.png,Gefahrenstelle,0.04329643,18,
4728,./test\04728.png,Zulässige Höchstgeschwindigkeit (80),0.41558877,5,
4729,./test\04729.png,Überholverbot für Kraftfahrzeuge aller Art,0.90708101,9,
4730,./test\04730.png,Zulässige Höchstgeschwindigkeit (60),0.43079761,3,
4731,./test\04731.png,Doppelkurve (zunächst links),0.66120523,21,
4732,./test\04732.png,Zulässige Höchstgeschwindigkeit (80),0.12563042,19,
4733,./test\04733.png,Vorfahrt,0.99015945,12,
4734,./test\04734.png,Zulässige Höchstgeschwindigkeit (30),0.70763242,1,
4735,./test\04735.png,Zulässige Höchstgeschwindigkeit (30),0.62535769,1,
4736,./test\04736.png,Zulässige Höchstgeschwindigkeit (50),0.42853361,7,
4737,./test\04737.png,Stoppschild,0.99995458,14,
4738,./test\04738.png,Zulässige Höchstgeschwindigkeit (100),0.80111909,7,
4739,./test\04739.png,Zulässige Höchstgeschwindigkeit (80),0.35557234,7,
4740,./test\04740.png,Vorfahrt gewähren,0.9996624,13,
4741,./test\04741.png,Zulässige Höchstgeschwindigkeit (70),0.45773605,4,
4742,./test\04742.png,Vorfahrt gewähren,0.99964213,13,
4743,./test\04743.png,Gefahrenstelle,0.13183613,18,
4744,./test\04744.png,Zulässige Höchstgeschwindigkeit (70),0.94948125,4,
4745,./test\04745.png,Rechts vorbei,1.0,38,
4746,./test\04746.png,Vorfahrt,0.92257631,12,
4747,./test\04747.png,Vorfahrt,0.99645764,12,
4748,./test\04748.png,Vorfahrt gewähren,0.99968338,13,
4749,./test\04749.png,Zulässige Höchstgeschwindigkeit (50),0.67836761,2,
4750,./test\04750.png,Verbot der Einfahrt,0.99999988,17,
4751,./test\04751.png,Verbot der Einfahrt,0.99999893,17,
4752,./test\04752.png,Zulässige Höchstgeschwindigkeit (30),0.34292898,1,
4753,./test\04753.png,Fußgänger,0.04027361,26,
4754,./test\04754.png,Kurve (links),0.95031464,19,
4755,./test\04755.png,Zulässige Höchstgeschwindigkeit (60),0.20472187,7,
4756,./test\04756.png,Baustelle,0.97943282,18,
4757,./test\04757.png,Stoppschild,0.943268,14,
4758,./test\04758.png,Zulässige Höchstgeschwindigkeit (70),0.46024412,4,
4759,./test\04759.png,Zulässige Höchstgeschwindigkeit (30),0.92228693,1,
4760,./test\04760.png,Zulässige Höchstgeschwindigkeit (100),0.51320034,7,
4761,./test\04761.png,Zulässige Höchstgeschwindigkeit (120),0.88230479,8,
4762,./test\04762.png,Kreisverkehr,0.30523694,20,
4763,./test\04763.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99952924,10,
4764,./test\04764.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99997509,16,
4765,./test\04765.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.09808291,28,
4766,./test\04766.png,Zulässige Höchstgeschwindigkeit (80),0.32193571,5,
4767,./test\04767.png,Verbot der Einfahrt,0.71084023,17,
4768,./test\04768.png,Baustelle,0.99615908,25,
4769,./test\04769.png,Vorfahrt,0.99999976,12,
4770,./test\04770.png,Rechts vorbei,0.99554378,38,
4771,./test\04771.png,Zulässige Höchstgeschwindigkeit (60),0.80538523,3,
4772,./test\04772.png,Kurve (links),0.05101061,28,
4773,./test\04773.png,Vorfahrt gewähren,1.0,13,
4774,./test\04774.png,Wildwechsel,0.63429773,31,
4775,./test\04775.png,Rechts vorbei,0.025454,36,
4776,./test\04776.png,Vorfahrt gewähren,0.99999988,13,
4777,./test\04777.png,Verbot für Fahrzeuge aller Art,0.99917006,15,
4778,./test\04778.png,Rechts vorbei,0.97246695,38,
4779,./test\04779.png,Baustelle,0.99840242,25,
4780,./test\04780.png,Gefahrenstelle,0.72380549,18,
4781,./test\04781.png,Zulässige Höchstgeschwindigkeit (70),0.654118,4,
4782,./test\04782.png,Einmalige Vorfahrt,0.95387882,11,
4783,./test\04783.png,Einmalige Vorfahrt,0.7019425,25,
4784,./test\04784.png,Zulässige Höchstgeschwindigkeit (50),0.99980062,2,
4785,./test\04785.png,Rechts vorbei,0.99811965,38,
4786,./test\04786.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.17546487,23,
4787,./test\04787.png,Zulässige Höchstgeschwindigkeit (120),0.67332578,8,
4788,./test\04788.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.65600318,10,
4789,./test\04789.png,Zulässige Höchstgeschwindigkeit (100),0.15685709,7,
4790,./test\04790.png,Verbot für Fahrzeuge aller Art,0.98710656,15,
4791,./test\04791.png,Wildwechsel,0.41015023,31,
4792,./test\04792.png,Zulässige Höchstgeschwindigkeit (70),0.96242666,4,
4793,./test\04793.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,39,
4794,./test\04794.png,Wildwechsel,0.12050007,25,
4795,./test\04795.png,Zulässige Höchstgeschwindigkeit (70),0.41608524,0,
4796,./test\04796.png,Baustelle,0.99358916,25,
4797,./test\04797.png,Verbot der Einfahrt,0.99998808,17,
4798,./test\04798.png,Rechts vorbei,0.99999988,38,
4799,./test\04799.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99999905,16,
4800,./test\04800.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.88005143,10,
4801,./test\04801.png,Zulässige Höchstgeschwindigkeit (30),0.99638546,1,
4802,./test\04802.png,Zulässige Höchstgeschwindigkeit (100),0.99934047,7,
4803,./test\04803.png,Baustelle,0.34863728,4,
4804,./test\04804.png,Verbot der Einfahrt,0.99983168,17,
4805,./test\04805.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.93294203,10,
4806,./test\04806.png,Überholverbot für Kraftfahrzeuge aller Art,0.99768794,9,
4807,./test\04807.png,Baustelle,0.99998558,25,
4808,./test\04808.png,Zulässige Höchstgeschwindigkeit (70),0.93438846,4,
4809,./test\04809.png,Verbot der Einfahrt,1.0,17,
4810,./test\04810.png,Vorfahrt gewähren,0.99680316,13,
4811,./test\04811.png,Gefahrenstelle,0.5710004,18,
4812,./test\04812.png,Zulässige Höchstgeschwindigkeit (80),0.83781797,5,
4813,./test\04813.png,Zulässige Höchstgeschwindigkeit (80),0.66295582,5,
4814,./test\04814.png,Zulässige Höchstgeschwindigkeit (80),0.45280829,5,
4815,./test\04815.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.56424153,10,
4816,./test\04816.png,Baustelle,1.0,25,
4817,./test\04817.png,Zulässige Höchstgeschwindigkeit (120),0.11762776,7,
4818,./test\04818.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99199766,10,
4819,./test\04819.png,Schleudergefahr bei Nässe oder Schmutz,0.4351452,11,
4820,./test\04820.png,Einmalige Vorfahrt,0.75761062,11,
4821,./test\04821.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.39864233,42,
4822,./test\04822.png,Vorfahrt gewähren,0.9771870999999999,13,
4823,./test\04823.png,Zulässige Höchstgeschwindigkeit (50),0.98711431,2,
4824,./test\04824.png,Zulässige Höchstgeschwindigkeit (70),0.81503266,4,
4825,./test\04825.png,Zulässige Höchstgeschwindigkeit (70),0.31369296,4,
4826,./test\04826.png,Zulässige Höchstgeschwindigkeit (50),0.99994695,2,
4827,./test\04827.png,Unebene Fahrbahn,0.9999906999999999,22,
4828,./test\04828.png,Verbot für Fahrzeuge aller Art,0.33402103,35,
4829,./test\04829.png,Verbot der Einfahrt,0.99999988,17,
4830,./test\04830.png,Zulässige Höchstgeschwindigkeit (50),0.18354689,4,
4831,./test\04831.png,Zulässige Höchstgeschwindigkeit (100),0.23554172,7,
4832,./test\04832.png,Zulässige Höchstgeschwindigkeit (120),0.92271799,8,
4833,./test\04833.png,Wildwechsel,0.34470555,30,
4834,./test\04834.png,Zulässige Höchstgeschwindigkeit (100),0.52455723,7,
4835,./test\04835.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99954295,10,
4836,./test\04836.png,Zulässige Höchstgeschwindigkeit (70),0.22129621,5,
4837,./test\04837.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.96718252,10,
4838,./test\04838.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.92473644,10,
4839,./test\04839.png,Zulässige Höchstgeschwindigkeit (70),0.7906583,4,
4840,./test\04840.png,Zulässige Höchstgeschwindigkeit (80),0.5111981,5,
4841,./test\04841.png,Zulässige Höchstgeschwindigkeit (100),0.81829005,7,
4842,./test\04842.png,Einmalige Vorfahrt,0.52473992,11,
4843,./test\04843.png,Zulässige Höchstgeschwindigkeit (60),0.96721208,3,
4844,./test\04844.png,Vorfahrt,0.74469084,12,
4845,./test\04845.png,Rechts vorbei,0.99996781,38,
4846,./test\04846.png,Vorfahrt gewähren,0.98905283,13,
4847,./test\04847.png,Überholverbot für Kraftfahrzeuge aller Art,0.9999243,9,
4848,./test\04848.png,Einmalige Vorfahrt,0.99844211,11,
4849,./test\04849.png,Fahrradfahrer,0.14647473,29,
4850,./test\04850.png,Zulässige Höchstgeschwindigkeit (100),0.43612927,7,
4851,./test\04851.png,Zulässige Höchstgeschwindigkeit (60),0.35111231,3,
4852,./test\04852.png,Zulässige Höchstgeschwindigkeit (50),0.99995697,2,
4853,./test\04853.png,Vorfahrt,0.14806658,12,
4854,./test\04854.png,Unebene Fahrbahn,0.68293375,22,
4855,./test\04855.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.84782946,10,
4856,./test\04856.png,Vorfahrt gewähren,0.99927431,13,
4857,./test\04857.png,Rechts vorbei,0.98844469,38,
4858,./test\04858.png,Zulässige Höchstgeschwindigkeit (100),0.85381484,7,
4859,./test\04859.png,Stoppschild,0.99990737,14,
4860,./test\04860.png,Ausschließlich rechts,1.0,33,
4861,./test\04861.png,Zulässige Höchstgeschwindigkeit (80),0.31044027,3,
4862,./test\04862.png,Zulässige Höchstgeschwindigkeit (70),0.28770533,4,
4863,./test\04863.png,Verbot für Fahrzeuge aller Art,0.99981624,15,
4864,./test\04864.png,Zulässige Höchstgeschwindigkeit (30),0.50333834,1,
4865,./test\04865.png,Überholverbot für Kraftfahrzeuge aller Art,0.97491539,9,
4866,./test\04866.png,Überholverbot für Kraftfahrzeuge aller Art,0.97824699,9,
4867,./test\04867.png,Einmalige Vorfahrt,0.74070716,11,
4868,./test\04868.png,Ende aller Streckenverbote,0.27611282,32,
4869,./test\04869.png,Ausschließlich rechts,0.11916782,39,
4870,./test\04870.png,Rechts vorbei,0.99986148,38,
4871,./test\04871.png,Vorfahrt,0.6344074000000001,12,
4872,./test\04872.png,Zulässige Höchstgeschwindigkeit (70),0.62903017,4,
4873,./test\04873.png,Zulässige Höchstgeschwindigkeit (60),0.58600074,3,
4874,./test\04874.png,Zulässige Höchstgeschwindigkeit (30),0.71132517,1,
4875,./test\04875.png,Stoppschild,0.99996209,14,
4876,./test\04876.png,Verbot für Fahrzeuge aller Art,0.99615532,15,
4877,./test\04877.png,Rechts vorbei,0.99999821,38,
4878,./test\04878.png,Ausschließlich rechts,0.99811435,33,
4879,./test\04879.png,Fußgänger,0.97469962,27,
4880,./test\04880.png,Gefahrenstelle,0.32742169,18,
4881,./test\04881.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.84095526,10,
4882,./test\04882.png,Vorfahrt gewähren,0.99995697,13,
4883,./test\04883.png,Gefahrenstelle,0.27113345,18,
4884,./test\04884.png,Zulässige Höchstgeschwindigkeit (50),0.86363441,2,
4885,./test\04885.png,Wildwechsel,0.90043688,31,
4886,./test\04886.png,Wildwechsel,0.99220794,18,
4887,./test\04887.png,Einmalige Vorfahrt,0.49002847,11,
4888,./test\04888.png,Zulässige Höchstgeschwindigkeit (50),0.84602863,1,
4889,./test\04889.png,Wildwechsel,0.13710435,19,
4890,./test\04890.png,Zulässige Höchstgeschwindigkeit (50),0.49182162,1,
4891,./test\04891.png,Rechts vorbei,0.99588144,38,
4892,./test\04892.png,Gefahrenstelle,0.49755228,18,
4893,./test\04893.png,Vorfahrt gewähren,0.24360646,24,
4894,./test\04894.png,Zulässige Höchstgeschwindigkeit (60),0.81667024,3,
4895,./test\04895.png,Einmalige Vorfahrt,0.99882883,11,
4896,./test\04896.png,Zulässige Höchstgeschwindigkeit (30),0.67087352,1,
4897,./test\04897.png,Zulässige Höchstgeschwindigkeit (60),0.22028293,4,
4898,./test\04898.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.16606519,40,
4899,./test\04899.png,Zulässige Höchstgeschwindigkeit (100),0.65214062,7,
4900,./test\04900.png,Baustelle,0.84038264,25,
4901,./test\04901.png,Wildwechsel,0.87838227,31,
4902,./test\04902.png,Fahrradfahrer,0.25258115,29,
4903,./test\04903.png,Zulässige Höchstgeschwindigkeit (120),0.59083319,7,
4904,./test\04904.png,Ausschließlich geradeaus,0.55397302,35,
4905,./test\04905.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.95070982,10,
4906,./test\04906.png,Zulässige Höchstgeschwindigkeit (50),0.44265595,5,
4907,./test\04907.png,Vorfahrt,0.80721903,12,
4908,./test\04908.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.89226294,16,
4909,./test\04909.png,Zulässige Höchstgeschwindigkeit (120),0.95019937,8,
4910,./test\04910.png,Vorfahrt gewähren,0.92013091,13,
4911,./test\04911.png,Verbot der Einfahrt,0.99999952,17,
4912,./test\04912.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99999952,10,
4913,./test\04913.png,Stoppschild,0.99999785,14,
4914,./test\04914.png,Schleudergefahr bei Nässe oder Schmutz,0.15052114,23,
4915,./test\04915.png,Zulässige Höchstgeschwindigkeit (120),0.9005273000000001,8,
4916,./test\04916.png,Verbot der Einfahrt,0.95783228,17,
4917,./test\04917.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.49119799999999997,9,
4918,./test\04918.png,Baustelle,0.99166614,25,
4919,./test\04919.png,Zulässige Höchstgeschwindigkeit (30),0.74251336,1,
4920,./test\04920.png,Zulässige Höchstgeschwindigkeit (50),0.75944257,1,
4921,./test\04921.png,Rechts vorbei,0.99527091,38,
4922,./test\04922.png,Vorfahrt,0.52552962,12,
4923,./test\04923.png,Wildwechsel,0.24146828,31,
4924,./test\04924.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.98445433,10,
4925,./test\04925.png,Wildwechsel,0.79729182,31,
4926,./test\04926.png,Zulässige Höchstgeschwindigkeit (80),0.79352742,5,
4927,./test\04927.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.72671372,10,
4928,./test\04928.png,Zulässige Höchstgeschwindigkeit (50),0.27661616,2,
4929,./test\04929.png,Rechts vorbei,0.90271121,34,
4930,./test\04930.png,Ausschließlich geradeaus,0.64768112,35,
4931,./test\04931.png,Einmalige Vorfahrt,0.99869007,11,
4932,./test\04932.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.734725,42,
4933,./test\04933.png,Ausschließlich rechts,0.4651635,39,
4934,./test\04934.png,Zulässige Höchstgeschwindigkeit (120),0.35001123,8,
4935,./test\04935.png,Zulässige Höchstgeschwindigkeit (50),0.78164035,5,
4936,./test\04936.png,Rechts vorbei,0.95256126,38,
4937,./test\04937.png,Zulässige Höchstgeschwindigkeit (100),0.85790086,7,
4938,./test\04938.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.39322001,10,
4939,./test\04939.png,Zulässige Höchstgeschwindigkeit (50),0.85903031,2,
4940,./test\04940.png,Überholverbot für Kraftfahrzeuge aller Art,0.90645772,9,
4941,./test\04941.png,Vorfahrt gewähren,0.90143335,13,
4942,./test\04942.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.53866184,10,
4943,./test\04943.png,Stoppschild,0.89208615,14,
4944,./test\04944.png,Baustelle,0.99999976,25,
4945,./test\04945.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.13728641,19,
4946,./test\04946.png,Wildwechsel,0.12664938,5,
4947,./test\04947.png,Zulässige Höchstgeschwindigkeit (120),0.82879293,8,
4948,./test\04948.png,Wildwechsel,0.9896937,31,
4949,./test\04949.png,Vorfahrt gewähren,0.80966532,13,
4950,./test\04950.png,Überholverbot für Kraftfahrzeuge aller Art,0.47990319,9,
4951,./test\04951.png,Kreisverkehr,0.16608986,40,
4952,./test\04952.png,"Verbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse von 3,5t",0.99999714,16,
4953,./test\04953.png,Rechts vorbei,0.10760695,30,
4954,./test\04954.png,Gefahrenstelle,0.82609391,18,
4955,./test\04955.png,Zulässige Höchstgeschwindigkeit (60),0.44758388,9,
4956,./test\04956.png,Zulässige Höchstgeschwindigkeit (50),0.96813565,2,
4957,./test\04957.png,Verbot der Einfahrt,0.99999106,17,
4958,./test\04958.png,Baustelle,0.99943131,25,
4959,./test\04959.png,Zulässige Höchstgeschwindigkeit (50),0.99436742,2,
4960,./test\04960.png,Zulässige Höchstgeschwindigkeit (100),0.75709242,7,
4961,./test\04961.png,Baustelle,0.80680645,25,
4962,./test\04962.png,Wildwechsel,0.14633088,5,
4963,./test\04963.png,Vorfahrt,0.99360126,12,
4964,./test\04964.png,Stoppschild,0.99964154,14,
4965,./test\04965.png,Einmalige Vorfahrt,0.99916148,11,
4966,./test\04966.png,Ausschließlich rechts,0.23977432,39,
4967,./test\04967.png,Einmalige Vorfahrt,0.19119675,7,
4968,./test\04968.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.99998105,10,
4969,./test\04969.png,Vorfahrt gewähren,0.99931526,13,
4970,./test\04970.png,Überholverbot für Kraftfahrzeuge aller Art,0.99991906,9,
4971,./test\04971.png,Verbot für Fahrzeuge aller Art,0.99794406,15,
4972,./test\04972.png,Zulässige Höchstgeschwindigkeit (100),0.85672879,7,
4973,./test\04973.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.41311392,10,
4974,./test\04974.png,Vorfahrt gewähren,0.95833641,13,
4975,./test\04975.png,Ausschließlich geradeaus,0.87739354,35,
4976,./test\04976.png,Zulässige Höchstgeschwindigkeit (70),0.45506084,4,
4977,./test\04977.png,Ende aller Streckenverbote,0.86255926,32,
4978,./test\04978.png,Zulässige Höchstgeschwindigkeit (60),0.10665003,23,
4979,./test\04979.png,Rechts vorbei,0.99997771,38,
4980,./test\04980.png,Kreisverkehr,0.43433854,40,
4981,./test\04981.png,Ausschließlich geradeaus,0.75593948,35,
4982,./test\04982.png,Zulässige Höchstgeschwindigkeit (50),0.50799531,2,
4983,./test\04983.png,Verbot für Fahrzeuge aller Art,0.93986785,12,
4984,./test\04984.png,Zulässige Höchstgeschwindigkeit (50),0.82803255,2,
4985,./test\04985.png,Wildwechsel,0.25823957,30,
4986,./test\04986.png,Zulässige Höchstgeschwindigkeit (30),0.99392056,1,
4987,./test\04987.png,Baustelle,0.99992776,25,
4988,./test\04988.png,Zulässige Höchstgeschwindigkeit (50),0.55474311,1,
4989,./test\04989.png,Ausschließlich geradeaus,0.99999535,35,
4990,./test\04990.png,Zulässige Höchstgeschwindigkeit (50),0.79764253,2,
4991,./test\04991.png,Rechts vorbei,0.02980148,39,
4992,./test\04992.png,Zulässige Höchstgeschwindigkeit (50),0.90799665,2,
4993,./test\04993.png,Verbot für Fahrzeuge aller Art,0.48580158,3,
4994,./test\04994.png,Zulässige Höchstgeschwindigkeit (70),0.47550601,4,
4995,./test\04995.png,Gefahrenstelle,0.26722029,26,
4996,./test\04996.png,Vorfahrt,0.99903321,12,
4997,./test\04997.png,Zulässige Höchstgeschwindigkeit (70),0.96790689,4,
4998,./test\04998.png,Verbot für Fahrzeuge aller Art,0.27190578,3,
4999,./test\04999.png,Ausschließlich geradeaus,0.88828743,35,
5000,./test\05000.png,Gefahrenstelle,0.09388458,26,
5001,./test\05001.png,Stoppschild,0.68280113,14,
5002,./test\05002.png,Gefahrenstelle,0.86139345,18,
5003,./test\05003.png,Zulässige Höchstgeschwindigkeit (30),0.93018973,1,
5004,./test\05004.png,Zulässige Höchstgeschwindigkeit (80),0.90669453,5,
5005,./test\05005.png,Vorfahrt gewähren,0.99868768,13,
5006,./test\05006.png,Zulässige Höchstgeschwindigkeit (30),0.97295207,1,
5007,./test\05007.png,Zulässige Höchstgeschwindigkeit (50),0.9977259,2,
5008,./test\05008.png,Ausschließlich geradeaus,0.96828419,35,
5009,./test\05009.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.23291022,9,
5010,./test\05010.png,Fahrradfahrer,0.96444893,29,
5011,./test\05011.png,Zulässige Höchstgeschwindigkeit (30),0.97533756,1,
5012,./test\05012.png,Rechts vorbei,0.99946386,38,
5013,./test\05013.png,Gefahrenstelle,0.9870128,18,
5014,./test\05014.png,Zulässige Höchstgeschwindigkeit (60),0.95817244,3,
5015,./test\05015.png,Zulässige Höchstgeschwindigkeit (60),0.53191155,3,
5016,./test\05016.png,Zulässige Höchstgeschwindigkeit (70),0.69684869,4,
5017,./test\05017.png,Verbot der Einfahrt,0.99997354,17,
5018,./test\05018.png,Vorfahrt,0.81778419,12,
5019,./test\05019.png,Gefahrenstelle,0.26201341,26,
5020,./test\05020.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,28,
5021,./test\05021.png,Ausschließlich rechts,0.99999809,33,
5022,./test\05022.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.39268163,42,
5023,./test\05023.png,Baustelle,0.99931753,25,
5024,./test\05024.png,Vorfahrt gewähren,0.99713278,13,
5025,./test\05025.png,Überholverbot für Kraftfahrzeuge aller Art,0.99997211,9,
5026,./test\05026.png,Gefahrenstelle,0.18142357,18,
5027,./test\05027.png,Zulässige Höchstgeschwindigkeit (80),0.33821535,6,
5028,./test\05028.png,Zulässige Höchstgeschwindigkeit (50),0.56061327,2,
5029,./test\05029.png,Zulässige Höchstgeschwindigkeit (60),0.49603984,3,
5030,./test\05030.png,Vorfahrt gewähren,0.99999952,13,
5031,./test\05031.png,Einmalige Vorfahrt,0.7978093,11,
5032,./test\05032.png,Rechts vorbei,0.85119498,38,
5033,./test\05033.png,Gefahrenstelle,0.17399083,18,
5034,./test\05034.png,Zulässige Höchstgeschwindigkeit (80),0.39081904,3,
5035,./test\05035.png,Vorfahrt,0.99998236,12,
5036,./test\05036.png,Ende aller Streckenverbote,0.39573708,32,
5037,./test\05037.png,Vorfahrt gewähren,0.99817801,13,
5038,./test\05038.png,Zulässige Höchstgeschwindigkeit (50),0.78328508,2,
5039,./test\05039.png,Ausschließlich geradeaus,0.99996948,35,
5040,./test\05040.png,Vorfahrt gewähren,0.3390106,13,
5041,./test\05041.png,Zulässige Höchstgeschwindigkeit (80),0.92571455,5,
5042,./test\05042.png,"Überholverbot für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.94519663,10,
5043,./test\05043.png,Fußgänger,0.63787675,27,
5044,./test\05044.png,Ausschließlich geradeaus,0.99983966,35,
5045,./test\05045.png,Verbot der Einfahrt,1.0,17,
5046,./test\05046.png,Zulässige Höchstgeschwindigkeit (30),0.84198177,1,
5047,./test\05047.png,Fahrradfahrer,0.98897809,29,
5048,./test\05048.png,Ausschließlich geradeaus,0.32622877,35,
5049,./test\05049.png,Zulässige Höchstgeschwindigkeit (50),0.9989121,2,
5050,./test\05050.png,Baustelle,0.99999595,25,
5051,./test\05051.png,Stoppschild,0.9999969000000001,14,
5052,./test\05052.png,Zulässige Höchstgeschwindigkeit (120),0.71190268,8,
5053,./test\05053.png,Zulässige Höchstgeschwindigkeit (50),0.99955982,2,
5054,./test\05054.png,Stoppschild,0.99328595,14,
5055,./test\05055.png,Rechts vorbei,0.92250192,38,
5056,./test\05056.png,Zulässige Höchstgeschwindigkeit (120),0.64031994,8,
5057,./test\05057.png,Zulässige Höchstgeschwindigkeit (30),0.89426506,27,
5058,./test\05058.png,Überholverbot für Kraftfahrzeuge aller Art,0.88408494,9,
5059,./test\05059.png,Zulässige Höchstgeschwindigkeit (70),0.53702515,10,
5060,./test\05060.png,Zulässige Höchstgeschwindigkeit (60),0.47919783,3,
5061,./test\05061.png,Vorfahrt gewähren,0.81609154,13,
5062,./test\05062.png,Ausschließlich rechts,0.09592588,38,
5063,./test\05063.png,"Ende des Überholverbotes für Kraftfahrzeuge mit einer zulässigen Gesamtmasse über 3,5t",0.02272727,36,
5064,./test\05064.png,Einmalige Vorfahrt,0.99950123,11,
